participantID,timestamp,current_double_press_count,time_since_last_word_start,word_count,word_text,word_key_onsets,word_key_chars,word_key_codes,word_double_press_count
1023,7012,1.0,684,2,,[],[],[],1
1023,87114,2.0,931,33,,[],[],[],1
1023,100613,3.0,1078,37,,[],[],[],1
1023,113149,4.0,3759,39,,[],[],[],1
1041,1611,1.0,1610,0,,[],[],[],1
1041,12094,2.0,1126,2,,[],[],[],1
1041,32910,3.0,1060,8,,[],[],[],1
1041,46366,4.0,846,11,,[],[],[],1
1041,60285,5.0,717,15,,[],[],[],1
1041,65250,6.0,1255,16,,[],[],[],1
1041,76474,7.0,830,19,,[],[],[],1
1041,78544,8.0,2900,19,,[],[],[],2
1041,105035,9.0,769,30,,[],[],[],1
1041,121079,10.0,801,36,,[],[],[],1
1041,138828,11.0,748,41,,[],[],[],1
1041,150993,12.0,5909,43,,[],[],[],1
1041,175208,13.0,1868,48,,[],[],[],1
1081,26004,1.0,2177,9,,[],[],[],1
1081,90616,2.0,1195,34,,[],[],[],1
1081,92742,3.0,3321,34,,[],[],[],2
1081,95367,4.0,5946,34,,[],[],[],3
1081,129839,5.0,1455,50,,[],[],[],1
1085,5741,1.0,312,2,,[],[],[],1
1085,19093,2.0,368,7,,[],[],[],1
1085,117911,3.0,663,31,,[],[],[],1
1085,131338,4.0,2623,33,,[],[],[],1
1085,140850,5.0,831,35,,[],[],[],1
1085,170874,6.0,1367,43,,[],[],[],1
1085,179266,7.0,559,45,,[],[],[],1
1229,8449,1.0,1209,3,,[],[],[],1
1229,12903,2.0,926,5,,[],[],[],1
1229,28116,3.0,1301,11,,[],[],[],1
1229,37547,4.0,1260,14,,[],[],[],1
1229,57036,5.0,729,22,,[],[],[],1
1229,64947,6.0,805,25,,[],[],[],1
1229,98787,7.0,984,40,,[],[],[],1
1229,104735,8.0,1149,42,,[],[],[],1
1229,122750,9.0,1376,50,,[],[],[],1
1231,5321,1.0,287,2,,[],[],[],1
1231,16308,2.0,3015,6,,"[599, 272, 296, 387, 298, 186]","['B', 'R', 'E', '\x08', '\x08', '\x08']","[66, 82, 69, 8, 8, 8]",1
1231,43003,3.0,2406,17,,[],[],[],1
1231,74996,4.0,4231,27,,"[449, 176, 268, 939, 189, 575, 197, 160, 175, 172]","['C', 'A', 'N', 'D', 'Y', '\x08', '\x08', '\x08', '\x08', '\x08']","[67, 65, 78, 68, 89, 8, 8, 8, 8, 8]",1
1231,91156,5.0,239,33,,[],[],[],1
1231,145957,6.0,1037,51,coast,"[327, 170, 88, 115, 160]","['C', 'O', 'A', 'S', 'T']","[67, 79, 65, 83, 84]",1
1231,161903,7.0,914,57,,[],[],[],1
1232,56974,1.0,2159,21,,[],[],[],1
1232,141406,2.0,1967,51,,[],[],[],1
1240,17192,1.0,400,11,,[],[],[],1
1240,37426,2.0,417,18,,[],[],[],1
1240,126098,3.0,489,51,,[],[],[],1
1241,17140,1.0,588,5,,[],[],[],1
1241,27310,2.0,482,8,,[],[],[],1
1241,40803,3.0,1167,13,,[],[],[],1
1241,54111,4.0,487,17,,[],[],[],1
1241,73800,5.0,1741,24,,[],[],[],1
1241,89481,6.0,2684,30,,[],[],[],1
1241,101272,7.0,419,34,,[],[],[],1
1241,115680,8.0,1175,38,,[],[],[],1
1241,146754,9.0,2146,48,,[],[],[],1
1241,172362,10.0,1561,58,,[],[],[],1
1241,177340,11.0,543,59,,[],[],[],1
1243,10581,1.0,533,4,,[],[],[],1
1243,29389,2.0,629,12,,[],[],[],1
1243,41533,3.0,2288,14,,[],[],[],1
1243,52309,4.0,727,19,,[],[],[],1
1243,61932,5.0,598,21,,[],[],[],1
1243,118141,6.0,2929,38,,[],[],[],1
1243,154333,7.0,1787,49,,[],[],[],1
1244,103372,1.0,1054,16,,[],[],[],1
1244,141986,2.0,1488,23,,[],[],[],1
1245,69520,1.0,5381,21,,[],[],[],1
1245,81532,2.0,2533,24,,[],[],[],1
1245,116781,3.0,1655,33,,[],[],[],1
1279,65748,1.0,3721,15,,[],[],[],1
1279,134881,2.0,1216,31,,[],[],[],1
1280,2116,1.0,2115,0,,[],[],[],1
1280,4603,2.0,4602,0,,[],[],[],2
1280,13844,3.0,1960,6,,[],[],[],1
1280,27108,4.0,2464,10,,[],[],[],1
1280,103916,5.0,1296,43,,[],[],[],1
1282,161966,1.0,693,72,,[],[],[],1
1283,2537,1.0,2536,0,,[],[],[],1
1283,27866,2.0,2592,9,,[],[],[],1
1283,160455,3.0,3408,49,,"[2335, 169, 456, 143]","['S', 'O', '\x08', '\x08']","[83, 79, 8, 8]",1
1284,55438,1.0,3129,21,,[],[],[],1
1286,76570,1.0,1337,26,,[],[],[],1
1287,14864,1.0,3074,4,,[],[],[],1
1288,152244,1.0,2352,47,,[],[],[],1
1288,152724,2.0,2832,47,,[],[],[],2
1288,153204,3.0,3312,47,,[],[],[],3
1288,153684,4.0,3792,47,,[],[],[],4
1288,154196,5.0,4304,47,,[],[],[],5
1288,154692,6.0,4800,47,,[],[],[],6
1289,7635,1.0,652,3,,[],[],[],1
1289,39532,2.0,654,14,,[],[],[],1
1289,70702,3.0,2185,25,,[],[],[],1
1289,78272,4.0,3892,26,,"[945, 169, 294, 181, 125, 849, 171, 134, 293, 167]","['W', 'A', 'T', 'E', 'R', '\x08', '\x08', '\x08', '\x08', '\x08']","[87, 65, 84, 69, 82, 8, 8, 8, 8, 8]",1
1289,93254,5.0,1058,31,,[],[],[],1
1289,111665,6.0,2402,36,,[],[],[],1
1291,38183,1.0,2216,20,,"[448, 385, 135, 431, 161, 151]","['E', 'A', 'T', '\x08', '\x08', '\x08']","[69, 65, 84, 8, 8, 8]",1
1291,56847,2.0,1368,30,,[],[],[],1
1291,115297,3.0,1169,56,,[],[],[],1
1291,122383,4.0,633,58,,[],[],[],1
1291,125944,5.0,4194,58,,"[2954, 104, 592, 143]","['B', 'U', '\x08', '\x08']","[66, 85, 8, 8]",2
1291,146648,6.0,735,67,,[],[],[],1
1292,46267,1.0,4924,19,,"[818, 209, 166, 124, 169, 479, 1603, 502, 46, 31, 32, 31, 31, 32, 31, 31, 31, 46, 31]","['S', 'A', 'U', 'S', 'A', 'G', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08']","[83, 65, 85, 83, 65, 71, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",1
1293,38525,1.0,2080,13,,[],[],[],1
1293,68962,2.0,1334,24,,[],[],[],1
1293,84969,3.0,2398,29,,[],[],[],1
1293,104619,4.0,5152,35,,[],[],[],1
1294,4405,1.0,326,1,,[],[],[],1
1294,16998,2.0,310,8,,[],[],[],1
1294,34485,3.0,479,20,,[],[],[],1
1294,44047,4.0,447,25,,[],[],[],1
1294,51384,5.0,377,28,,[],[],[],1
1294,113869,6.0,472,65,,[],[],[],1
1294,140927,7.0,497,74,,[],[],[],1
1294,147895,8.0,318,78,,[],[],[],1
1294,155557,9.0,341,82,,[],[],[],1
1294,157997,10.0,466,83,,[],[],[],1
1295,122568,1.0,2425,30,,[],[],[],1
