participantID,timestamp,current_double_press_count,time_since_last_word_start,word_count,word_text,word_key_onsets,word_key_chars,word_key_codes,word_double_press_count
1005,48177,1.0,1262,5,,[],[],[],1
1005,82778,2.0,822,9,,[],[],[],1
1023,3121,1.0,3119,0,,"[1912, 756]","['W', '\x08']","[87, 8]",1
1023,9381,2.0,1055,3,,[],[],[],1
1023,38158,3.0,507,17,,[],[],[],1
1023,44607,4.0,2635,18,,[],[],[],1
1023,55790,5.0,1969,21,,[],[],[],1
1023,86363,6.0,826,32,,[],[],[],1
1023,120342,7.0,1816,44,,[],[],[],1
1041,4762,1.0,1856,1,,[],[],[],1
1041,11056,2.0,3504,2,plant,"[473, 227, 182, 194, 510]","['P', 'L', 'A', 'N', 'T']","[80, 76, 65, 78, 84]",1
1041,21894,3.0,1377,5,,[],[],[],1
1041,35089,4.0,1831,9,,[],[],[],1
1041,43801,5.0,1188,12,,[],[],[],1
1041,46304,6.0,3691,12,,[],[],[],2
1041,56976,7.0,1156,15,,[],[],[],1
1041,71864,8.0,1375,19,,[],[],[],1
1041,79742,9.0,1056,22,,[],[],[],1
1041,94234,10.0,1542,25,,[],[],[],1
1041,106872,11.0,3092,27,,[],[],[],1
1041,111216,12.0,924,28,,[],[],[],1
1041,125407,13.0,2015,32,,[],[],[],1
1041,134102,14.0,701,35,,[],[],[],1
1041,143391,15.0,666,37,,[],[],[],1
1041,151959,16.0,599,38,,[],[],[],1
1041,162497,17.0,537,41,,[],[],[],1
1041,167582,18.0,612,43,,[],[],[],1
1081,49835,1.0,1900,20,,[],[],[],1
1081,56489,2.0,1050,22,,[],[],[],1
1081,58180,3.0,2741,22,,[],[],[],2
1081,86660,4.0,1107,34,,[],[],[],1
1081,116234,5.0,713,45,,[],[],[],1
1081,124250,6.0,5010,47,,"[2541, 130, 699, 706, 170, 306]","['F', 'L', 'A', '\x08', '\x08', '\x08']","[70, 76, 65, 8, 8, 8]",1
1081,135704,7.0,1789,50,,[],[],[],1
1081,156126,8.0,1077,57,,[],[],[],1
1081,157606,9.0,2557,57,,[],[],[],2
1081,180816,10.0,1208,67,,[],[],[],1
1081,183285,11.0,3677,67,,[],[],[],2
1085,20508,1.0,6160,4,,"[3448, 144, 1584, 168]","['O', 'C', '\x08', '\x08']","[79, 67, 8, 8]",1
1085,35132,2.0,20784,4,,"[3448, 144, 1584, 168, 6208, 816, 3232, 280, 80, 208, 104, 872, 499, 33, 33, 33, 33, 33, 448, 136, 176, 88, 168, 1048, 500, 33, 33, 33, 33, 33]","['O', 'C', '\x08', '\x08', 'B', '\x08', 'S', '\x08', 'D', 'E', 'S', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', 'R', 'O', 'C', 'K', 'S', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08']","[79, 67, 8, 8, 66, 8, 83, 8, 68, 69, 83, 8, 8, 8, 8, 8, 8, 8, 82, 79, 67, 75, 83, 8, 8, 8, 8, 8, 8, 8]",2
1085,67892,3.0,3376,11,,[],[],[],1
1085,82302,4.0,5096,13,,"[3856, 848]","['H', '\x08']","[72, 8]",1
1085,104686,5.0,368,17,,[],[],[],1
1085,108814,6.0,336,18,,[],[],[],1
1085,132063,7.0,447,23,,[],[],[],1
1085,163519,8.0,4743,29,,[],[],[],1
1085,165919,9.0,7143,29,,[],[],[],2
1085,180527,10.0,1423,31,,[],[],[],1
1229,175153,1.0,495,82,,[],[],[],1
1231,5274,1.0,2837,1,,"[625, 910]","['C', '\x08']","[67, 8]",1
1231,17966,2.0,1121,5,,[],[],[],1
1231,33731,3.0,1279,10,,[],[],[],1
1231,64354,4.0,1574,21,,[],[],[],1
1231,65658,5.0,2878,21,,[],[],[],2
1231,138779,6.0,1251,43,,[],[],[],1
1231,140272,7.0,2744,43,,[],[],[],2
1232,28456,1.0,1459,10,,[],[],[],1
1232,49684,2.0,2255,16,,[],[],[],1
1240,14589,1.0,1318,7,,[],[],[],1
1241,3106,1.0,633,1,,[],[],[],1
1241,5856,2.0,532,2,,[],[],[],1
1241,10851,3.0,348,4,,[],[],[],1
1241,15010,4.0,342,5,,[],[],[],1
1241,18431,5.0,530,6,,[],[],[],1
1241,29221,6.0,419,9,,[],[],[],1
1241,40822,7.0,487,12,,[],[],[],1
1241,52633,8.0,389,17,,[],[],[],1
1241,68083,9.0,392,20,,[],[],[],1
1241,72175,10.0,831,21,,[],[],[],1
1241,80970,11.0,482,25,,[],[],[],1
1241,92902,12.0,4180,27,,[],[],[],1
1241,102407,13.0,876,31,,[],[],[],1
1241,115421,14.0,853,33,,[],[],[],1
1241,126893,15.0,374,37,,[],[],[],1
1241,128088,16.0,1570,37,,[],[],[],2
1241,133329,17.0,497,39,,[],[],[],1
1241,146331,18.0,456,44,,[],[],[],1
1241,162811,19.0,454,48,,[],[],[],1
1243,3902,1.0,920,1,,[],[],[],1
1243,7885,2.0,799,2,,[],[],[],1
1243,13660,3.0,847,4,,[],[],[],1
1243,23988,4.0,2560,7,trap,"[1041, 223, 200, 200]","['T', 'R', 'A', 'P']","[84, 82, 65, 80]",1
1243,34794,5.0,2983,10,hole,"[1360, 183, 208, 328]","['H', 'O', 'L', 'E']","[72, 79, 76, 69]",1
1243,38594,6.0,590,12,,[],[],[],1
1243,42579,7.0,512,13,,[],[],[],1
1243,48018,8.0,471,15,,[],[],[],1
1243,59730,9.0,1007,19,,[],[],[],1
1243,67578,10.0,485,21,,[],[],[],1
1243,76084,11.0,1390,23,,[],[],[],1
1243,82654,12.0,1057,25,,[],[],[],1
1243,91003,13.0,552,27,,[],[],[],1
1243,96259,14.0,773,28,,[],[],[],1
1243,102386,15.0,822,30,,[],[],[],1
1243,109237,16.0,528,32,,[],[],[],1
1243,115405,17.0,552,33,,[],[],[],1
1243,122486,18.0,512,35,,[],[],[],1
1243,135869,19.0,567,39,,[],[],[],1
1243,150188,20.0,1375,43,,[],[],[],1
1243,168452,21.0,599,50,,[],[],[],1
1243,175556,22.0,503,52,,[],[],[],1
1244,47990,1.0,2776,9,,[],[],[],1
1244,81215,2.0,1983,15,,[],[],[],1
1244,124922,3.0,1933,23,,[],[],[],1
1244,128365,4.0,5376,23,,[],[],[],2
1244,158521,5.0,1702,28,,[],[],[],1
1244,174185,6.0,1546,30,,[],[],[],1
1245,7135,1.0,1063,1,,[],[],[],1
1245,16659,2.0,598,5,,[],[],[],1
1279,49377,1.0,2303,18,,[],[],[],1
1279,67539,2.0,771,25,,[],[],[],1
1279,119124,3.0,734,36,,[],[],[],1
1279,144694,4.0,1538,42,,[],[],[],1
1280,7365,1.0,4056,1,,"[1408, 167, 120, 25, 200, 920, 501, 46, 32, 30, 31, 30]","['T', 'R', 'A', 'I', 'L', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08']","[84, 82, 65, 73, 76, 8, 8, 8, 8, 8, 8, 8]",1
1281,94695,1.0,9097,25,,"[5544, 81, 208, 208, 408, 888, 500, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 34, 32, 33]","['C', 'A', 'N', 'D', 'Y', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08', '\x08']","[67, 65, 78, 68, 89, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",1
1283,1553,1.0,1552,0,,[],[],[],1
1283,4777,2.0,384,1,,[],[],[],1
1283,6794,3.0,488,2,,[],[],[],1
1283,32654,4.0,367,10,,[],[],[],1
1283,41391,5.0,320,11,,[],[],[],1
1283,43031,6.0,279,12,,[],[],[],1
1283,96929,7.0,3256,24,,[],[],[],1
1283,151547,8.0,1240,39,,[],[],[],1
1283,164128,9.0,313,43,,[],[],[],1
1285,25171,1.0,609,8,,[],[],[],1
1285,147472,2.0,4461,41,,"[365, 267, 21, 500, 146, 167]","['P', 'I', 'U', '\x08', '\x08', '\x08']","[80, 73, 85, 8, 8, 8]",1
1286,3486,1.0,1027,1,,[],[],[],1
1286,5563,2.0,3105,1,,[],[],[],2
1286,21599,3.0,821,6,,[],[],[],1
1286,90073,4.0,868,27,,[],[],[],1
1286,132537,5.0,787,39,,[],[],[],1
1289,17846,1.0,2074,4,,[],[],[],1
1289,45935,2.0,687,11,,[],[],[],1
1289,62842,3.0,3526,14,,[],[],[],1
1289,88918,4.0,2181,22,,[],[],[],1
1289,124776,5.0,3219,32,,[],[],[],1
1289,130733,6.0,2639,33,,[],[],[],1
1289,138400,7.0,3634,34,,[],[],[],1
1289,160940,8.0,2898,38,,[],[],[],1
1289,177773,9.0,2964,41,,[],[],[],1
1290,15890,1.0,2041,7,,[],[],[],1
1290,99644,2.0,2111,40,,[],[],[],1
1291,2533,1.0,583,1,,[],[],[],1
1291,12390,2.0,393,7,,[],[],[],1
1291,20031,3.0,402,10,,[],[],[],1
1291,32959,4.0,393,16,,[],[],[],1
1291,77616,5.0,442,33,,[],[],[],1
1291,147927,6.0,416,59,,[],[],[],1
1291,157959,7.0,616,62,,[],[],[],1
1292,4672,1.0,682,1,,[],[],[],1
1292,16906,2.0,520,5,,[],[],[],1
1292,40546,3.0,528,13,,[],[],[],1
1292,64071,4.0,745,20,,[],[],[],1
1292,85726,5.0,2765,26,,[],[],[],1
1292,113212,6.0,992,35,,[],[],[],1
1292,122807,7.0,695,38,,[],[],[],1
1292,132234,8.0,517,39,,[],[],[],1
1292,148466,9.0,571,44,,[],[],[],1
1293,8917,1.0,463,4,,[],[],[],1
1293,46477,2.0,736,14,,[],[],[],1
1293,47025,3.0,1284,14,,[],[],[],2
1293,80653,4.0,1112,23,,[],[],[],1
1293,123331,5.0,903,34,,[],[],[],1
1293,150150,6.0,579,39,,[],[],[],1
1293,160984,7.0,699,42,,[],[],[],1
1294,671,1.0,669,0,,[],[],[],1
1294,972,2.0,971,0,,[],[],[],2
1294,1244,3.0,1243,0,vc,"[1125, 2]","['V', 'C']","[86, 67]",3
