participantID,exclusion,spr_char_excl,spr-wcg-break_excl,rt_mean_excl,rt_max_excl,comp_prop_excl,catch_excl,read_story_excl,time_exp_excl,focusevents_excl,suppress_probe_excl
1481,excluded,True,False,False,False,False,False,False,False,False,False
1482,included,False,False,False,False,False,False,False,False,False,False
1629,excluded,True,False,False,False,False,False,False,True,True,False
1630,included,False,False,False,False,False,False,False,False,False,False
1483,included,False,False,False,False,False,False,False,False,False,False
1631,included,False,False,False,False,False,False,False,False,False,False
1484,included,False,False,False,False,False,False,False,False,False,False
1632,excluded,False,False,False,False,False,False,False,True,False,False
1485,included,False,False,False,False,False,False,False,False,False,False
1633,included,False,False,False,False,False,False,False,False,False,False
1634,included,False,False,False,False,False,False,False,False,False,False
1635,included,False,False,False,False,False,False,False,False,False,False
1486,included,False,False,False,False,False,False,False,False,False,False
1487,excluded,False,False,False,False,False,False,False,True,False,False
1488,included,False,False,False,False,False,False,False,False,False,False
1489,excluded,False,False,False,False,False,False,False,False,False,True
1490,included,False,False,False,False,False,False,False,False,False,False
1491,included,False,False,False,False,False,False,False,False,False,False
1492,included,False,False,False,False,False,False,False,False,False,False
1636,included,False,False,False,False,False,False,False,False,False,False
1637,excluded,False,False,False,False,False,False,False,True,False,False
1493,included,False,False,False,False,False,False,False,False,False,False
1638,included,False,False,False,False,False,False,False,False,False,False
1494,included,False,False,False,False,False,False,False,False,False,False
1639,excluded,False,False,False,True,False,False,False,False,False,False
1640,excluded,True,True,False,True,False,False,False,True,False,False
1675,included,False,False,False,False,False,False,False,False,False,False
1641,included,False,False,False,False,False,False,False,False,False,False
1642,excluded,True,False,False,False,False,False,False,False,False,False
1676,included,False,False,False,False,False,False,False,False,False,False
1643,excluded,True,True,False,False,False,False,False,True,False,False
1644,excluded,True,False,False,True,True,False,False,False,False,True
1677,included,False,False,False,False,False,False,False,False,False,False
1678,excluded,True,False,True,True,False,False,False,False,False,True
1645,excluded,False,True,False,False,False,False,False,False,False,False
1646,included,False,False,False,False,False,False,False,False,False,False
1647,included,False,False,False,False,False,False,False,False,False,False
1648,excluded,True,False,False,False,False,False,False,False,False,False
1649,included,False,False,False,False,False,False,False,False,False,False
1650,included,False,False,False,False,False,False,False,False,False,False
1651,excluded,False,True,False,False,False,False,False,True,False,False
1679,included,False,False,False,False,False,False,False,False,False,False
1680,excluded,False,False,False,False,False,False,False,True,False,False
1701,included,False,False,False,False,False,False,False,False,False,False
1681,included,False,False,False,False,False,False,False,False,False,False
1682,excluded,False,False,False,False,False,False,False,True,False,False
1702,excluded,False,False,False,False,False,False,False,True,False,False
1652,included,False,False,False,False,False,False,False,False,False,False
1683,included,False,False,False,False,False,False,False,False,False,False
1684,included,False,False,False,False,False,False,False,False,False,False
1685,included,False,False,False,False,False,False,False,False,False,False
1703,included,False,False,False,False,False,False,False,False,False,False
1653,excluded,True,False,False,False,False,False,False,False,False,False
1654,excluded,False,False,False,True,False,False,False,False,False,False
1655,included,False,False,False,False,False,False,False,False,False,False
1656,included,False,False,False,False,False,False,False,False,False,False
1686,excluded,False,False,False,False,False,False,False,True,True,False
1657,included,False,False,False,False,False,False,False,False,False,False
1704,excluded,True,False,False,False,False,False,False,False,False,False
1687,excluded,False,False,False,True,False,False,False,True,True,False
1658,included,False,False,False,False,False,False,False,False,False,False
1688,included,False,False,False,False,False,False,False,False,False,False
1705,included,False,False,False,False,False,False,False,False,False,False
1706,excluded,False,True,False,False,True,False,False,False,False,False
1689,included,False,False,False,False,False,False,False,False,False,False
1690,excluded,True,True,False,False,False,False,False,True,False,True
1707,included,False,False,False,False,False,False,False,False,False,False
1659,included,False,False,False,False,False,False,False,False,False,False
1708,included,False,False,False,False,False,False,False,False,False,False
1660,included,False,False,False,False,False,False,False,False,False,False
1691,excluded,False,False,False,False,False,False,False,False,False,True
1692,included,False,False,False,False,False,False,False,False,False,False
1693,included,False,False,False,False,False,False,False,False,False,False
1670,excluded,True,False,False,True,True,True,False,True,True,False
1694,excluded,True,False,False,False,False,False,False,True,False,False
1695,included,False,False,False,False,False,False,False,False,False,False
1661,excluded,False,False,False,False,False,False,False,True,False,False
1696,included,False,False,False,False,False,False,False,False,False,False
1697,included,False,False,False,False,False,False,False,False,False,False
1709,included,False,False,False,False,False,False,False,False,False,False
1698,included,False,False,False,False,False,False,False,False,False,False
1671,included,False,False,False,False,False,False,False,False,False,False
1662,included,False,False,False,False,False,False,False,False,False,False
1699,excluded,False,False,True,False,False,False,False,False,False,False
1663,included,False,False,False,False,False,False,False,False,False,False
1700,included,False,False,False,False,False,False,False,False,False,False
1664,included,False,False,False,False,False,False,False,False,False,False
